TransacaoID,Data,Itens,TotalItens,Categorias
T9528,2025-04-13 10:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Espaguete, Farinha de Mandioca, Óleo de Soja",5,"Massas, Grãos"
T9529,2025-01-01 10:24:16.613879,"Azeitona, Vodka, Biscoito de Polvilho, Cerveja Weiss",4,"Cervejas, Destilados, Acompanhamentos"
T9530,2025-05-10 10:24:16.613879,"Espumante, Limpa-Fornos, Azeitona, Detergente Industrial, Vinho Rosé, Pasta de Dente, Torradas, Tábua de Queijos, Fralda P, Pomada Assadura, Limpa Vidros, Salgadinhos",12,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Acompanhamentos"
T9531,2025-01-06 00:24:16.613879,"Macarrão Espaguete, Pomada Assadura, Mamadeira, Fralda G, Cerveja IPA, Rum, Fralda M, Farinha de Trigo, Detergente Industrial, Vodka, Cerveja Artesanal, Macarrão Penne, Limpa Vidros, Biscoito Salgado, Tábua de Queijos, Fralda P, Feijão Carioca, Limpa-Fornos, Macarrão Instantâneo, Pasta de Dente",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T9532,2025-04-18 06:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9533,2025-04-21 06:24:16.613879,"Vinho do Porto, Sabão em Pó, Detergente Industrial, Gin, Vinho Rosé, Sabonete Líquido, Arroz Integral, Lentilha, Feijão Carioca, Álcool 70%, Arroz Branco, Tequila, Cerveja Artesanal, Batata Chips, Farinha de Trigo, Fralda P, Cerveja Weiss, Fralda XG",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T9534,2025-05-27 11:24:16.613879,"Papinha, Biscoito de Polvilho, Fralda M",3,"Acompanhamentos, Bebês"
T9535,2025-03-27 11:24:16.613879,"Limpa-Fornos, Desentupidor, Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",7,"Limpeza Geral, Limpeza Pesada"
T9536,2025-04-28 06:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Fralda P, Pomada Assadura",5,Bebês
T9537,2025-01-27 10:24:16.613879,"Pasta de Amendoim, Torradas, Cerveja IPA, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T9538,2025-01-08 07:24:16.613879,"Sabonete Líquido, Fralda M, Papinha, Fralda G, Pomada Assadura",5,"Limpeza Pessoal, Bebês"
T9539,2025-04-10 01:24:16.613879,"Leite Integral, Pão Francês, Vinho Branco, Manteiga",4,Vinhos
T9540,2025-04-23 09:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T9541,2025-03-16 06:24:16.613879,"Água Sanitária, Pasta de Dente, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T9542,2025-01-27 06:24:16.613879,"Shampoo, Pomada Assadura, Lenço Umedecido, Fralda P",4,"Limpeza Pessoal, Bebês"
T9543,2025-06-12 08:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo",3,"Limpeza Geral, Limpeza Pesada"
T9544,2025-01-10 02:24:16.613879,"Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T9545,2025-02-09 06:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T9546,2025-05-19 08:24:16.613879,"Azeitona, Pasta de Amendoim, Torradas, Cerveja IPA, Biscoito de Polvilho, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T9547,2025-05-24 09:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T9548,2025-02-20 10:24:16.613879,"Fralda M, Mamadeira, Creme de Barbear, Shampoo, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9549,2024-12-23 04:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Shampoo, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T9550,2025-05-27 07:24:16.613879,"Saco de Lixo, Vodka, Vinho Branco, Farinha de Trigo, Cerveja Zero Álcool, Torradas, Desentupidor, Macarrão Instantâneo, Rum, Detergente Industrial, Cerveja Lager, Cerveja Pilsen, Arroz Integral, Biscoito Salgado, Sabão em Pó, Sabonete Líquido, Tequila, Macarrão Penne",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T9551,2025-01-18 09:24:16.613879,"Limpa Vidros, Água Sanitária, Multiuso, Amaciante, Sabão em Pó",5,"Limpeza Pesada, Limpeza Geral"
T9552,2025-01-18 10:24:16.613879,"Álcool 70%, Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T9553,2025-01-17 12:24:16.613879,"Chupeta, Farinha de Mandioca, Lenço Umedecido, Desinfetante, Vinho do Porto",5,"Massas, Vinhos, Limpeza Pesada, Bebês"
T9554,2025-06-05 10:24:16.613879,"Arroz Branco, Cachaça, Vodka, Feijão Carioca, Gin, Whisky, Óleo de Soja, Tequila",8,"Grãos, Destilados"
T9555,2025-02-05 05:24:16.613879,"Pão Francês, Manteiga, Vinho do Porto, Espumante, Vinho Branco, Leite Integral, Vinho Rosé, Vinho Tinto Seco",8,Vinhos
T9556,2025-04-13 05:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Azeitona",4,"Cervejas, Acompanhamentos"
T9557,2025-05-09 11:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental",4,"Limpeza Pessoal, Bebês"
T9558,2025-04-13 00:24:16.613879,"Desentupidor, Inseticida, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T9559,2025-03-06 09:24:16.613879,"Fralda M, Condicionador, Mamadeira, Fio Dental, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9560,2025-05-11 10:24:16.613879,"Arroz Branco, Cerveja Artesanal, Feijão Carioca, Óleo de Soja",4,"Cervejas, Grãos"
T9561,2025-02-02 02:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T9562,2025-04-06 11:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T9563,2025-01-28 11:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T9564,2025-06-14 09:24:16.613879,"Fralda G, Torradas, Pomada Assadura, Vinho Rosé, Desinfetante, Amaciante, Fralda P, Tequila, Whisky, Água Sanitária, Macarrão Instantâneo, Azeitona",12,"Destilados, Limpeza Pesada, Massas, Bebês, Limpeza Geral, Vinhos, Acompanhamentos"
T9565,2025-03-04 10:24:16.613879,"Sabão em Pó, Multiuso, Pasta de Amendoim, Farinha de Trigo",4,"Massas, Limpeza Geral, Acompanhamentos"
T9566,2025-02-14 06:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T9567,2025-06-16 06:24:16.613879,"Tábua de Queijos, Macarrão Penne, Arroz Branco, Macarrão Instantâneo, Grão-de-Bico, Cerveja Artesanal, Whisky, Feijão Preto, Amaciante, Vinho Tinto Seco, Vodka, Limpa Vidros, Fralda XG, Pasta de Amendoim, Saco de Lixo, Macarrão Parafuso, Farinha de Mandioca, Multiuso, Limpa-Fornos",19,"Destilados, Limpeza Pesada, Massas, Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T9568,2025-06-02 02:24:16.613879,"Cerveja Pilsen, Chupeta, Macarrão Instantâneo, Grão-de-Bico, Cerveja Lager, Feijão Preto, Feijão Carioca, Arroz Branco, Leite em Pó, Fralda M, Tequila, Mamadeira",12,"Destilados, Massas, Bebês, Cervejas, Grãos"
T9569,2025-06-09 05:24:16.613879,"Cachaça, Rum, Gin, Cerveja IPA, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Destilados, Acompanhamentos"
T9570,2025-02-11 02:24:16.613879,"Amendoim, Biscoito Salgado, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T9571,2025-03-20 08:24:16.613879,"Shampoo, Inseticida, Whisky, Macarrão Instantâneo, Azeitona, Sabonete Líquido, Pasta de Dente, Limpa-Fornos, Espumante, Pomada Assadura, Cerveja Pilsen",11,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T9572,2024-12-27 09:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T9573,2025-02-06 03:24:16.613879,"Amendoim, Pão Francês, Azeitona, Pasta de Amendoim, Manteiga, Torradas, Biscoito Salgado, Leite Integral",8,Acompanhamentos
T9574,2025-04-05 22:24:16.613879,"Farinha de Mandioca, Fralda P, Grão-de-Bico, Pasta de Dente, Saco de Lixo, Espumante, Pomada Assadura, Desinfetante, Tábua de Queijos, Limpa-Fornos",10,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9575,2025-04-25 11:24:16.613879,"Pasta de Dente, Limpa Vidros, Saco de Lixo, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T9576,2025-05-13 04:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T9577,2025-06-01 06:24:16.613879,"Vodka, Tequila, Creme de Barbear, Lenço Umedecido, Azeitona, Mamadeira, Macarrão Penne, Macarrão Parafuso, Farinha de Mandioca, Vinho do Porto, Torradas, Cerveja IPA, Cerveja Lager, Gin, Castanha de Caju, Vinho Tinto Seco, Arroz Branco, Cerveja Pilsen, Detergente Industrial, Salgadinhos",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T9578,2025-02-24 00:24:16.613879,"Amendoim, Cachaça, Vodka, Gin, Cerveja Pilsen, Whisky, Batata Chips, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T9579,2025-02-28 04:24:16.613879,"Sabonete Líquido, Papinha, Shampoo, Fralda G",4,"Limpeza Pessoal, Bebês"
T9580,2025-05-03 08:24:16.613879,"Desinfetante, Multiuso, Sabão em Pó, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T9581,2024-12-27 09:24:16.613879,"Fralda M, Mamadeira, Creme de Barbear, Leite em Pó",4,"Limpeza Pessoal, Bebês"
T9582,2025-04-01 08:24:16.613879,"Desentupidor, Pão Francês, Manteiga, Inseticida, Leite Integral",5,Limpeza Pesada
T9583,2025-04-22 11:24:16.613879,"Condicionador, Creme de Barbear, Leite em Pó, Torradas, Cerveja IPA, Fralda P, Fralda M, Vinho Tinto Seco, Mamadeira, Lenço Umedecido, Castanha de Caju, Cerveja Weiss, Rum",13,"Destilados, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T9584,2025-03-05 12:24:16.613879,"Pasta de Amendoim, Sabonete Líquido, Castanha de Caju, Vinho Tinto Seco, Leite em Pó, Batata Chips, Pomada Assadura, Cerveja Artesanal, Fralda M, Fralda G, Creme de Barbear, Vinho do Porto, Tábua de Queijos, Macarrão Instantâneo, Mamadeira",15,"Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Acompanhamentos"
T9585,2025-06-05 04:24:16.613879,"Arroz Branco, Rum, Vodka, Feijão Carioca, Cachaça, Óleo de Soja, Tequila",7,"Grãos, Destilados"
T9586,2025-01-01 05:24:16.613879,"Desinfetante, Azeitona, Salgadinhos, Rum, Farinha de Mandioca, Água Sanitária, Cerveja Artesanal, Batata Chips, Vinho Tinto Seco, Vodka, Farinha de Trigo, Arroz Branco, Cerveja Pilsen, Sabão em Pó, Papinha, Fralda M",16,"Destilados, Limpeza Pesada, Massas, Bebês, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T9587,2025-02-14 04:24:16.613879,"Pasta de Dente, Amaciante, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T9588,2025-04-30 11:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Fio Dental, Creme de Barbear, Shampoo, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T9589,2025-02-24 08:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T9590,2025-01-13 22:24:16.613879,"Farinha de Trigo, Amendoim, Fio Dental, Biscoito de Polvilho, Macarrão Espaguete, Cerveja Artesanal, Sabão em Pó, Vinho Branco, Tequila, Shampoo, Creme de Barbear, Vinho do Porto, Feijão Carioca, Vodka, Desinfetante",15,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T9591,2025-01-14 06:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T9592,2025-01-18 08:24:16.613879,"Arroz Branco, Feijão Carioca, Detergente Industrial, Óleo de Soja, Água Sanitária",5,"Grãos, Limpeza Pesada"
T9593,2025-02-17 08:24:16.613879,"Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T9594,2025-01-04 09:24:16.613879,"Biscoito Salgado, Feijão Carioca, Cerveja Weiss, Torradas, Vinho do Porto, Macarrão Parafuso, Limpa Vidros, Cerveja Artesanal, Chupeta, Limpa-Fornos, Amendoim, Farinha de Mandioca",12,"Limpeza Pesada, Massas, Bebês, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T9595,2025-03-21 05:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T9596,2025-06-10 08:24:16.613879,"Desentupidor, Limpa Vidros",2,"Limpeza Geral, Limpeza Pesada"
T9597,2025-03-31 05:24:16.613879,"Fralda M, Condicionador, Mamadeira, Shampoo, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9598,2025-04-11 09:24:16.613879,"Amendoim, Pasta de Amendoim, Cerveja IPA, Batata Chips, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T9599,2025-05-03 23:24:16.613879,"Água Sanitária, Leite em Pó, Fralda M, Multiuso, Arroz Branco, Grão-de-Bico, Lenço Umedecido, Saco de Lixo, Tábua de Queijos, Vinho Rosé, Amaciante, Cerveja Artesanal, Biscoito Salgado, Farinha de Trigo, Sabonete Líquido, Condicionador, Cerveja Pilsen",17,"Cervejas, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9600,2025-04-04 08:24:16.613879,"Torradas, Cerveja IPA, Biscoito de Polvilho, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T9601,2025-04-14 08:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T9602,2024-12-26 08:24:16.613879,"Pomada Assadura, Lenço Umedecido, Creme de Barbear, Fralda P",4,"Limpeza Pessoal, Bebês"
T9603,2025-01-13 05:24:16.613879,"Grão-de-Bico, Mamadeira, Detergente Industrial, Rum",4,"Grãos, Destilados, Limpeza Pesada, Bebês"
T9604,2025-05-28 08:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda XG, Fralda P, Mamadeira, Papinha, Fralda G, Leite em Pó",8,"Limpeza Pessoal, Bebês"
T9605,2025-03-01 03:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja, Arroz Integral, Lentilha",5,Grãos
T9606,2025-02-01 09:24:16.613879,"Amendoim, Vodka, Gin, Cerveja Pilsen, Whisky, Batata Chips",6,"Cervejas, Destilados, Acompanhamentos"
T9607,2025-05-05 08:24:16.613879,"Azeitona, Pasta de Amendoim, Biscoito Salgado, Cerveja Weiss, Biscoito de Polvilho",5,"Cervejas, Acompanhamentos"
T9608,2025-05-05 09:24:16.613879,"Limpa-Fornos, Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",7,"Limpeza Geral, Limpeza Pesada"
T9609,2025-02-15 09:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Amendoim",4,"Cervejas, Acompanhamentos"
T9610,2025-01-30 10:24:16.613879,"Limpa-Fornos, Desentupidor, Inseticida, Multiuso, Desinfetante, Saco de Lixo",6,"Limpeza Geral, Limpeza Pesada"
T9611,2025-05-28 09:24:16.613879,"Multiuso, Papinha, Desinfetante, Feijão Preto",4,"Grãos, Limpeza Pesada, Limpeza Geral, Bebês"
T9612,2025-02-01 23:24:16.613879,"Farinha de Mandioca, Rum, Limpa-Fornos, Cerveja Pilsen, Whisky, Tequila, Cerveja IPA, Mamadeira, Vinho Branco, Pomada Assadura, Papinha",11,"Destilados, Limpeza Pesada, Massas, Vinhos, Bebês, Cervejas"
T9613,2025-05-04 01:24:16.613879,"Pasta de Amendoim, Chupeta, Macarrão Penne, Cerveja IPA, Arroz Integral, Whisky, Creme de Barbear, Torradas, Sabonete Líquido, Shampoo, Pasta de Dente, Salgadinhos, Vinho do Porto, Macarrão Espaguete",14,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T9614,2025-02-13 01:24:16.613879,"Desinfetante, Amaciante, Multiuso, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T9615,2025-01-07 08:24:16.613879,"Fralda M, Fralda XG, Fralda P, Mamadeira, Chupeta, Papinha, Leite em Pó",7,Bebês
T9616,2025-04-21 10:24:16.613879,"Amendoim, Cachaça, Vodka, Gin, Cerveja Pilsen, Batata Chips, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T9617,2025-01-03 04:24:16.613879,"Fralda M, Lenço Umedecido, Mamadeira, Chupeta, Fralda G, Leite em Pó",6,Bebês
T9618,2025-02-14 04:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T9619,2025-02-15 07:24:16.613879,"Cerveja IPA, Biscoito de Polvilho, Batata Chips, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T9620,2025-04-25 04:24:16.613879,"Amendoim, Rum, Gin, Cerveja Pilsen, Whisky, Batata Chips, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T9621,2025-01-06 11:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T9622,2024-12-25 11:24:16.613879,"Vinho Branco, Fio Dental, Desinfetante, Lentilha, Limpa-Fornos, Cerveja IPA, Batata Chips, Fralda P, Amaciante, Sabonete Líquido, Biscoito Salgado, Limpa Vidros",12,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T9623,2025-05-15 10:24:16.613879,"Álcool 70%, Limpa Vidros, Amaciante, Pasta de Dente, Saco de Lixo",5,"Limpeza Pessoal, Limpeza Geral"
T9624,2025-03-30 09:24:16.613879,"Arroz Branco, Amaciante, Feijão Carioca, Óleo de Soja",4,"Grãos, Limpeza Geral"
T9625,2025-02-15 05:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Chupeta, Papinha, Fralda G, Pomada Assadura",6,"Limpeza Pessoal, Bebês"
T9626,2025-02-20 10:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Gin",4,"Cervejas, Destilados, Acompanhamentos"
T9627,2025-05-30 06:24:16.613879,"Amendoim, Cachaça, Gin, Cerveja Pilsen, Whisky, Batata Chips",6,"Cervejas, Destilados, Acompanhamentos"
T9628,2025-04-15 09:24:16.613879,"Amendoim, Biscoito Salgado, Pasta de Amendoim, Torradas, Cerveja IPA, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T9629,2025-04-27 04:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Tequila",4,"Cervejas, Destilados, Acompanhamentos"
T9630,2025-02-28 04:24:16.613879,"Macarrão Instantâneo, Cerveja Weiss, Sabonete Líquido, Shampoo, Cerveja Artesanal",5,"Cervejas, Massas, Limpeza Pessoal"
T9631,2025-05-27 11:24:16.613879,"Álcool 70%, Multiuso, Sabão em Pó, Desinfetante, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T9632,2025-06-12 06:24:16.613879,"Arroz Branco, Macarrão Penne, Feijão Preto, Vinho Tinto Seco, Arroz Integral, Farinha de Mandioca, Castanha de Caju, Fralda M, Pasta de Amendoim, Cerveja Weiss, Biscoito de Polvilho, Lenço Umedecido, Shampoo, Desentupidor, Cerveja Pilsen, Cerveja IPA, Saco de Lixo, Multiuso, Cerveja Zero Álcool, Cachaça",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T9633,2024-12-30 00:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Torradas",4,"Cervejas, Acompanhamentos"
T9634,2025-05-26 10:24:16.613879,"Desentupidor, Pão Francês, Limpa-Fornos, Manteiga, Inseticida, Desinfetante, Água Sanitária, Leite Integral",8,Limpeza Pesada
T9635,2025-02-18 11:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
T9636,2025-04-22 01:24:16.613879,"Limpa-Fornos, Inseticida, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T9637,2025-05-02 09:24:16.613879,"Limpa-Fornos, Desentupidor, Inseticida, Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",8,"Limpeza Geral, Limpeza Pesada"
T9638,2025-05-15 09:24:16.613879,"Arroz Branco, Pasta de Amendoim, Feijão Carioca, Salgadinhos, Óleo de Soja, Castanha de Caju, Tábua de Queijos",7,"Grãos, Acompanhamentos"
T9639,2025-05-18 07:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G",4,"Limpeza Pessoal, Bebês"
T9640,2025-02-07 10:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Instantâneo, Farinha de Mandioca, Óleo de Soja, Macarrão Parafuso, Farinha de Trigo",7,"Massas, Grãos"
T9641,2025-02-05 06:24:16.613879,"Pasta de Dente, Saco de Lixo, Lenço Umedecido, Leite em Pó, Limpa-Fornos, Cerveja Weiss, Salgadinhos, Castanha de Caju, Vinho Branco, Macarrão Instantâneo",10,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T9642,2024-12-21 09:24:16.613879,"Castanha de Caju, Azeitona, Biscoito de Polvilho, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T9643,2025-06-03 07:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T9644,2025-06-04 08:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9645,2025-01-03 02:24:16.613879,"Cerveja Zero Álcool, Vodka, Salgadinhos, Cerveja Pilsen, Lenço Umedecido, Vinho Tinto Seco, Macarrão Espaguete, Chupeta, Vinho Rosé",9,"Destilados, Massas, Vinhos, Bebês, Cervejas, Acompanhamentos"
T9646,2025-04-04 10:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Papinha, Fralda G",5,"Limpeza Pessoal, Bebês"
T9647,2025-02-24 04:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T9648,2025-04-15 09:24:16.613879,"Água Sanitária, Detergente Industrial, Amaciante, Sabão em Pó",4,"Limpeza Geral, Limpeza Pesada"
T9649,2025-06-01 10:24:16.613879,"Arroz Branco, Azeitona, Amendoim, Feijão Carioca, Óleo de Soja, Castanha de Caju, Tábua de Queijos",7,"Grãos, Acompanhamentos"
T9650,2024-12-28 03:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T9651,2025-03-21 08:24:16.613879,"Desentupidor, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T9652,2025-05-24 04:24:16.613879,"Lenço Umedecido, Tábua de Queijos, Cerveja Pilsen",3,"Cervejas, Acompanhamentos, Bebês"
T9653,2025-06-12 11:24:16.613879,"Arroz Branco, Rum, Feijão Carioca, Óleo de Soja",4,"Grãos, Destilados"
T9654,2025-04-30 08:24:16.613879,"Feijão Carioca, Pomada Assadura, Biscoito de Polvilho, Água Sanitária, Fralda G, Tábua de Queijos, Leite em Pó, Azeitona, Cerveja Pilsen, Grão-de-Bico, Cerveja Lager",11,"Limpeza Pesada, Bebês, Cervejas, Grãos, Acompanhamentos"
T9655,2025-01-10 10:24:16.613879,"Amendoim, Rum, Vodka, Cachaça, Gin, Cerveja Pilsen, Whisky, Batata Chips",8,"Cervejas, Destilados, Acompanhamentos"
T9656,2024-12-21 11:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9657,2025-06-01 02:24:16.613879,"Arroz Branco, Feijão Carioca, Grão-de-Bico, Feijão Preto, Óleo de Soja, Arroz Integral",6,Grãos
T9658,2025-02-22 01:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Fralda P, Fralda G, Pomada Assadura",6,Bebês
T9659,2025-01-26 11:24:16.613879,"Azeitona, Lenço Umedecido, Cerveja IPA, Cerveja Weiss, Tábua de Queijos, Feijão Preto, Cerveja Zero Álcool, Fralda P, Shampoo, Biscoito de Polvilho, Limpa-Fornos, Farinha de Mandioca",12,"Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Cervejas, Grãos, Acompanhamentos"
T9660,2025-03-17 11:24:16.613879,"Pomada Assadura, Papinha, Lenço Umedecido, Fralda P",4,Bebês
T9661,2025-02-15 08:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Multiuso, Amaciante, Sabão em Pó",6,"Limpeza Pesada, Limpeza Geral"
T9662,2025-03-01 11:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Batata Chips",4,"Cervejas, Acompanhamentos"
T9663,2025-05-24 10:24:16.613879,"Arroz Branco, Desentupidor, Feijão Carioca, Detergente Industrial, Óleo de Soja, Água Sanitária, Desinfetante",7,"Grãos, Limpeza Pesada"
T9664,2024-12-28 07:24:16.613879,"Cerveja IPA, Sabão em Pó, Limpa-Fornos, Fralda P, Amendoim, Cerveja Lager, Inseticida",7,"Limpeza Pesada, Limpeza Geral, Bebês, Cervejas, Acompanhamentos"
T9665,2025-03-25 09:24:16.613879,"Sabonete Líquido, Fralda M, Lenço Umedecido, Papinha, Fralda G, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T9666,2025-02-28 06:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9667,2025-02-24 11:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja, Arroz Integral, Lentilha",5,Grãos
